time,gFx,gFy,gFz,TgF
2.898969946,-0.3461,0.1868,0.9191,1.000
2.899462394,-0.3456,0.1853,0.9191,0.999
2.906356092,-0.3451,0.1863,0.9191,0.999
2.906907134,-0.3437,0.1873,0.9191,0.999
2.912917082,-0.3437,0.1882,0.9201,1.000
2.913806769,-0.3437,0.1887,0.9196,1.000
2.914319321,-0.3447,0.1892,0.9191,1.000
2.914587551,-0.3447,0.1877,0.9196,1.000
2.921190519,-0.3451,0.1897,0.9186,0.999
2.921776821,-0.3442,0.1873,0.9171,0.997
2.928946457,-0.3432,0.1882,0.9171,0.997
2.929915884,-0.3432,0.1882,0.9196,0.999
2.930255311,-0.3417,0.1892,0.9186,0.998
2.93052479,-0.3422,0.1902,0.9191,0.999
2.936056926,-0.3427,0.1873,0.9205,1.000
2.936544842,-0.3432,0.1877,0.9220,1.002
2.939991353,-0.3412,0.1877,0.9220,1.001
2.940480936,-0.3417,0.1887,0.9235,1.003
2.943794686,-0.3417,0.1882,0.9220,1.001
2.944364217,-0.3403,0.1882,0.9249,1.003
2.949703957,-0.3403,0.1863,0.9240,1.002
2.950404374,-0.3412,0.1873,0.9240,1.003
2.956134009,-0.3412,0.1892,0.9245,1.003
2.956616978,-0.3407,0.1902,0.9254,1.004
2.960448124,-0.3407,0.1907,0.9269,1.006
2.961215363,-0.3403,0.1907,0.9264,1.005
2.972662238,-0.3412,0.1931,0.9254,1.005
2.973270988,-0.3412,0.1931,0.9254,1.005
2.973609374,-0.3417,0.1941,0.9249,1.005
2.974099894,-0.3422,0.1965,0.9225,1.003
2.977302238,-0.3417,0.1985,0.9215,1.003
2.97800328,-0.3417,0.1995,0.9196,1.001
2.979739738,-0.3407,0.2009,0.9191,1.001
2.980105988,-0.3393,0.2039,0.9171,0.999
2.986235103,-0.3383,0.2034,0.9152,0.997
2.986735832,-0.3378,0.2029,0.9147,0.996
2.989836196,-0.3393,0.2049,0.9122,0.995
2.990367811,-0.3403,0.2034,0.9132,0.996
2.995696978,-0.3398,0.2029,0.9132,0.995
2.996580051,-0.3398,0.2029,0.9137,0.996
3.003658436,-0.3398,0.2039,0.9122,0.995
3.004427811,-0.3393,0.2044,0.9113,0.994
3.004828436,-0.3388,0.2024,0.9093,0.991
3.005124946,-0.3378,0.2009,0.9118,0.993
3.010721509,-0.3363,0.2019,0.9132,0.994
3.011499113,-0.3378,0.2029,0.9122,0.994
3.020491457,-0.3378,0.2029,0.9137,0.995
3.021144217,-0.3383,0.2024,0.9142,0.996
3.021497394,-0.3378,0.2034,0.9142,0.996
3.022136509,-0.3378,0.2029,0.9157,0.997
3.025776561,-0.3378,0.2005,0.9147,0.995
3.027595051,-0.3378,0.2000,0.9152,0.996
3.03547979,-0.3383,0.1990,0.9157,0.996
3.036135415,-0.3388,0.1980,0.9161,0.997
3.036621092,-0.3398,0.1965,0.9161,0.997
3.036933957,-0.3398,0.1956,0.9157,0.996
3.044711926,-0.3393,0.1931,0.9152,0.995
3.045550519,-0.3407,0.1936,0.9161,0.996
3.045964894,-0.3422,0.1926,0.9171,0.998
3.046273176,-0.3417,0.1931,0.9166,0.997
3.050681665,-0.3427,0.1897,0.9176,0.998
3.051162863,-0.3407,0.1892,0.9171,0.997
3.057218176,-0.3412,0.1892,0.9157,0.995
3.057885884,-0.3422,0.1877,0.9166,0.996
3.065735832,-0.3412,0.1873,0.9176,0.997
3.067559842,-0.3412,0.1882,0.9181,0.997
3.068585936,-0.3403,0.1863,0.9181,0.997
3.068954165,-0.3398,0.1863,0.9176,0.996
3.072524894,-0.3407,0.1873,0.9186,0.997
3.072922551,-0.3407,0.1882,0.9181,0.997
3.076669217,-0.3398,0.1882,0.9166,0.996
3.077475103,-0.3403,0.1887,0.9157,0.995
3.086240415,-0.3403,0.1882,0.9157,0.995
3.086830051,-0.3393,0.1887,0.9152,0.994
3.087197915,-0.3388,0.1882,0.9186,0.997
3.087511144,-0.3393,0.1873,0.9176,0.996
3.09115453,-0.3393,0.1892,0.9176,0.996
3.091796092,-0.3388,0.1887,0.9186,0.997
3.101984269,-0.3388,0.1892,0.9196,0.998
3.102907551,-0.3398,0.1882,0.9205,0.999
3.103252759,-0.3393,0.1897,0.9225,1.001
3.103604842,-0.3388,0.1907,0.9225,1.001
3.108739373,-0.3398,0.1917,0.9210,1.000
3.109352967,-0.3412,0.1902,0.9225,1.002
3.111926144,-0.3407,0.1902,0.9230,1.002
3.118706561,-0.3398,0.1907,0.9220,1.001
3.119262655,-0.3388,0.1907,0.9230,1.002
3.11955828,-0.3388,0.1907,0.9220,1.001
3.122673853,-0.3388,0.1907,0.9235,1.002
3.123214478,-0.3393,0.1912,0.9240,1.003
3.125147603,-0.3378,0.1912,0.9245,1.003
3.125750936,-0.3378,0.1907,0.9249,1.003
3.135923853,-0.3363,0.1907,0.9245,1.002
3.136519478,-0.3373,0.1912,0.9254,1.003
3.136805884,-0.3363,0.1907,0.9264,1.004
3.137051353,-0.3378,0.1907,0.9259,1.004
3.141002342,-0.3383,0.1917,0.9279,1.006
3.141634009,-0.3368,0.1917,0.9274,1.005
3.154183228,-0.3359,0.1921,0.9274,1.005
3.154866873,-0.3354,0.1917,0.9279,1.005
3.155165051,-0.3339,0.1921,0.9284,1.005
3.155432082,-0.3349,0.1921,0.9279,1.005
3.156492551,-0.3354,0.1931,0.9279,1.005
3.15698078,-0.3354,0.1921,0.9298,1.007
3.16294328,-0.3359,0.1912,0.9279,1.005
3.163882498,-0.3354,0.1917,0.9274,1.005
3.166532394,-0.3349,0.1907,0.9279,1.005
3.166958696,-0.3354,0.1902,0.9274,1.004
3.172208801,-0.3354,0.1897,0.9289,1.006
3.172692759,-0.3334,0.1902,0.9279,1.004
3.17870104,-0.3344,0.1907,0.9279,1.005
3.17922078,-0.3359,0.1907,0.9279,1.005
3.181000623,-0.3354,0.1907,0.9284,1.005
3.181518488,-0.3359,0.1902,0.9279,1.005
3.188441769,-0.3349,0.1892,0.9279,1.004
3.188965519,-0.3354,0.1892,0.9289,1.006
3.192558488,-0.3339,0.1902,0.9279,1.004
3.193046978,-0.3349,0.1912,0.9264,1.003
3.197530311,-0.3354,0.1892,0.9264,1.003
3.198148592,-0.3349,0.1882,0.9249,1.002
3.202600155,-0.3354,0.1892,0.9245,1.001
3.203147551,-0.3354,0.1887,0.9245,1.001
3.204846405,-0.3363,0.1902,0.9254,1.003
3.205221405,-0.3368,0.1921,0.9249,1.003
3.213613853,-0.3354,0.1907,0.9240,1.001
3.214502186,-0.3363,0.1912,0.9230,1.001
3.217635415,-0.3363,0.1912,0.9225,1.000
3.218209842,-0.3378,0.1912,0.9220,1.000
3.222054946,-0.3373,0.1907,0.9220,1.000
3.222621301,-0.3383,0.1912,0.9210,1.000
3.227968801,-0.3383,0.1926,0.9205,0.999
3.228527915,-0.3378,0.1936,0.9215,1.000
3.23971979,-0.3383,0.1921,0.9220,1.001
3.240367655,-0.3378,0.1931,0.9215,1.000
3.240727186,-0.3393,0.1926,0.9220,1.001
3.241060675,-0.3393,0.1941,0.9220,1.001
3.247989998,-0.3398,0.1946,0.9220,1.002
3.248529165,-0.3388,0.1951,0.9220,1.001
3.248822967,-0.3398,0.1965,0.9215,1.002
3.249094061,-0.3403,0.1956,0.9210,1.001
3.252013853,-0.3388,0.1941,0.9196,0.999
3.252411248,-0.3383,0.1956,0.9215,1.001
3.256360728,-0.3393,0.1965,0.9215,1.001
3.256989946,-0.3383,0.1965,0.9210,1.001
3.261152707,-0.3383,0.1961,0.9210,1.001
3.261886144,-0.3378,0.1946,0.9201,0.999
3.266297655,-0.3383,0.1956,0.9191,0.999
3.266836613,-0.3363,0.1961,0.9215,1.000
3.273151405,-0.3363,0.1961,0.9220,1.001
3.273838592,-0.3368,0.1956,0.9220,1.001
3.276474061,-0.3373,0.1956,0.9205,1.000
3.277090884,-0.3368,0.1946,0.9196,0.998
3.28171078,-0.3354,0.1946,0.9205,0.999
3.282335832,-0.3349,0.1941,0.9215,1.000
3.289089321,-0.3359,0.1931,0.9210,0.999
3.289743071,-0.3368,0.1936,0.9210,1.000
3.292456144,-0.3359,0.1931,0.9186,0.997
3.293096717,-0.3354,0.1936,0.9191,0.997
3.296475363,-0.3349,0.1921,0.9196,0.997
3.297109113,-0.3363,0.1921,0.9176,0.996
3.303449478,-0.3368,0.1921,0.9186,0.997
3.304024894,-0.3349,0.1921,0.9186,0.996
3.308778332,-0.3359,0.1931,0.9176,0.996
3.309449009,-0.3354,0.1917,0.9157,0.994
3.31191604,-0.3359,0.1921,0.9161,0.995
3.312519686,-0.3363,0.1931,0.9147,0.994
3.318067603,-0.3359,0.1951,0.9137,0.993
3.318800519,-0.3378,0.1931,0.9142,0.994
3.321953071,-0.3373,0.1931,0.9152,0.994
3.322688436,-0.3383,0.1926,0.9137,0.993
3.327127655,-0.3383,0.1936,0.9137,0.993
3.327817342,-0.3388,0.1941,0.9137,0.994
3.332107498,-0.3383,0.1946,0.9132,0.993
3.33308953,-0.3388,0.1956,0.9142,0.994
3.337370884,-0.3407,0.1965,0.9137,0.995
3.338153905,-0.3407,0.1975,0.9118,0.993
3.342108436,-0.3427,0.1980,0.9118,0.994
3.342733384,-0.3407,0.1990,0.9127,0.994
3.353345519,-0.3417,0.1995,0.9137,0.996
3.354536405,-0.3417,0.2000,0.9147,0.997
3.354944582,-0.3437,0.1995,0.9132,0.996
3.355304894,-0.3422,0.2005,0.9113,0.994
3.355686092,-0.3442,0.2029,0.9113,0.995
3.356039738,-0.3437,0.2024,0.9093,0.993
3.36986604,-0.3442,0.2024,0.9108,0.994
3.371348384,-0.3442,0.2019,0.9103,0.994
3.372054061,-0.3442,0.2029,0.9122,0.996
3.372710884,-0.3442,0.2034,0.9132,0.997
3.373285884,-0.3442,0.2019,0.9132,0.997
3.373969582,-0.3437,0.2034,0.9122,0.996
3.393299217,-0.3432,0.2044,0.9132,0.997
3.394166978,-0.3427,0.2044,0.9137,0.997
3.394474478,-0.3437,0.2039,0.9161,1.000
3.394763228,-0.3447,0.2029,0.9161,1.000
3.395005571,-0.3437,0.2024,0.9142,0.997
3.395282498,-0.3447,0.2039,0.9152,0.999
3.395536769,-0.3447,0.2029,0.9157,0.999
3.395779061,-0.3451,0.2029,0.9147,0.998
3.396159321,-0.3451,0.2029,0.9152,0.999
3.396440519,-0.3442,0.2034,0.9161,1.000
3.403780884,-0.3447,0.2039,0.9157,0.999
3.404294842,-0.3451,0.2024,0.9176,1.001
3.407639894,-0.3456,0.2039,0.9181,1.002
3.408169425,-0.3451,0.2029,0.9171,1.001
3.41447005,-0.3456,0.2014,0.9161,1.000
3.416129946,-0.3456,0.2014,0.9191,1.002
3.416594217,-0.3447,0.2005,0.9171,1.000
3.416909373,-0.3442,0.2005,0.9176,1.000
3.42248354,-0.3451,0.2005,0.9186,1.002
3.423008696,-0.3456,0.2005,0.9186,1.002
3.427445988,-0.3451,0.2019,0.9186,1.002
3.428278436,-0.3451,0.2000,0.9171,1.000
3.431994842,-0.3466,0.1980,0.9176,1.001
3.432920728,-0.3466,0.1980,0.9171,1.000
3.441436144,-0.3456,0.1980,0.9166,0.999
3.442029998,-0.3451,0.1975,0.9171,1.000
3.442302238,-0.3456,0.1975,0.9171,1.000
3.442547394,-0.3461,0.1980,0.9152,0.998
3.449392967,-0.3447,0.1975,0.9171,0.999
3.45006604,-0.3456,0.1956,0.9186,1.001
3.452780727,-0.3447,0.1965,0.9166,0.999
3.453296405,-0.3456,0.1951,0.9166,0.999
3.458421873,-0.3466,0.1961,0.9181,1.001
3.459027759,-0.3466,0.1951,0.9181,1.001
3.468563384,-0.3461,0.1956,0.9181,1.000
3.470279269,-0.3461,0.1946,0.9171,0.999
3.471103436,-0.3471,0.1936,0.9176,1.000
3.471542238,-0.3481,0.1941,0.9181,1.001
3.474982602,-0.3466,0.1941,0.9191,1.001
3.475362082,-0.3461,0.1936,0.9196,1.001
3.47712354,-0.3456,0.1926,0.9186,1.000
3.478098123,-0.3461,0.1926,0.9205,1.002
3.481931769,-0.3471,0.1931,0.9210,1.003
3.482385467,-0.3451,0.1931,0.9201,1.001
3.488785207,-0.3466,0.1921,0.9225,1.004
3.489348696,-0.3481,0.1912,0.9215,1.003
3.494634582,-0.3471,0.1921,0.9230,1.005
3.49547453,-0.3461,0.1946,0.9220,1.004
3.498277759,-0.3466,0.1965,0.9201,1.003
3.498802498,-0.3476,0.1956,0.9230,1.005
3.504405467,-0.3471,0.1970,0.9225,1.005
3.505089269,-0.3466,0.1985,0.9230,1.006
3.51036203,-0.3476,0.1990,0.9205,1.004
3.511130936,-0.3476,0.1990,0.9225,1.006
3.512650207,-0.3471,0.2005,0.9220,1.005
3.513323123,-0.3491,0.2019,0.9245,1.009
3.521368696,-0.3481,0.2019,0.9245,1.008
3.522022082,-0.3486,0.2029,0.9240,1.008
3.522406665,-0.3495,0.2044,0.9215,1.007
3.52268229,-0.3486,0.2039,0.9220,1.007
3.529464686,-0.3481,0.2039,0.9191,1.004
3.530492446,-0.3476,0.2058,0.9171,1.002
3.535581457,-0.3481,0.2049,0.9161,1.001
3.536166457,-0.3476,0.2049,0.9137,0.999
3.53838104,-0.3456,0.2053,0.9118,0.996
3.538850415,-0.3466,0.2058,0.9137,0.999
3.542630727,-0.3471,0.2053,0.9147,1.000
3.543578488,-0.3461,0.2058,0.9157,1.000
3.54835479,-0.3451,0.2053,0.9147,0.999
3.549063592,-0.3437,0.2039,0.9157,0.999
3.554088488,-0.3447,0.2039,0.9147,0.998
3.554731561,-0.3451,0.2014,0.9147,0.998
3.5585388,-0.3447,0.2014,0.9157,0.999
3.559083384,-0.3422,0.2009,0.9132,0.996
3.562979373,-0.3422,0.1995,0.9142,0.996
3.564043957,-0.3427,0.1990,0.9137,0.996
3.571425259,-0.3422,0.1990,0.9132,0.995
3.571760988,-0.3417,0.2005,0.9137,0.996
3.572125311,-0.3407,0.1970,0.9137,0.995
3.572356092,-0.3407,0.1985,0.9137,0.995
3.578342759,-0.3422,0.2000,0.9137,0.996
3.578897446,-0.3422,0.1985,0.9152,0.997
3.584617811,-0.3417,0.1985,0.9157,0.997
3.58518005,-0.3447,0.1975,0.9152,0.998
3.588565467,-0.3461,0.1956,0.9142,0.997
3.589043123,-0.3442,0.1970,0.9157,0.998
3.592354373,-0.3442,0.1970,0.9161,0.998
3.592800155,-0.3456,0.1970,0.9152,0.998
3.599154477,-0.3447,0.1980,0.9147,0.997
3.604359425,-0.3451,0.1980,0.9147,0.997
3.60476203,-0.3466,0.1961,0.9147,0.998
3.605076196,-0.3456,0.1965,0.9142,0.997
3.609252811,-0.3456,0.1970,0.9152,0.998
3.609932707,-0.3461,0.1985,0.9157,0.999
3.614388384,-0.3476,0.1980,0.9161,1.000
3.615303957,-0.3471,0.1975,0.9166,1.000
3.621136769,-0.3456,0.1975,0.9161,0.999
3.6218013,-0.3451,0.1985,0.9147,0.998
3.623814113,-0.3456,0.1990,0.9157,0.999
3.624389061,-0.3461,0.2000,0.9157,0.999
3.628124738,-0.3456,0.1990,0.9147,0.998
3.628877394,-0.3461,0.1975,0.9142,0.997
3.634040936,-0.3476,0.1980,0.9147,0.998
3.634578175,-0.3476,0.2000,0.9157,1.000
3.639059946,-0.3471,0.2014,0.9157,1.000
3.639578019,-0.3466,0.2005,0.9157,0.999
3.644297394,-0.3466,0.2009,0.9161,1.000
3.644785988,-0.3471,0.2009,0.9147,0.999
3.651530623,-0.3486,0.2039,0.9147,1.000
3.65208328,-0.3481,0.2029,0.9137,0.999
3.652352759,-0.3476,0.2019,0.9157,1.000
3.652589009,-0.3461,0.2014,0.9171,1.001
3.658171561,-0.3471,0.2044,0.9157,1.000
3.65886229,-0.3476,0.2024,0.9152,1.000
3.663703332,-0.3466,0.2039,0.9161,1.001
3.664514894,-0.3461,0.2058,0.9166,1.001
3.675368852,-0.3461,0.2058,0.9176,1.002
3.675951769,-0.3471,0.2063,0.9166,1.002
3.676290311,-0.3461,0.2078,0.9161,1.001
3.676552967,-0.3471,0.2078,0.9176,1.003
3.678278019,-0.3456,0.2063,0.9176,1.002
3.680013904,-0.3442,0.2078,0.9166,1.001
3.684130988,-0.3456,0.2083,0.9161,1.001
3.684462915,-0.3456,0.2083,0.9147,1.000
3.6885763,-0.3461,0.2068,0.9166,1.001
3.689099634,-0.3461,0.2083,0.9142,0.999
3.693076613,-0.3461,0.2088,0.9142,1.000
3.69416604,-0.3466,0.2088,0.9142,1.000
3.703552082,-0.3461,0.2088,0.9127,0.998
3.704614529,-0.3471,0.2078,0.9132,0.999
3.705074217,-0.3476,0.2083,0.9132,0.999
3.705577654,-0.3461,0.2092,0.9142,1.000
3.709351873,-0.3456,0.2097,0.9122,0.998
3.709889321,-0.3461,0.2092,0.9122,0.998
3.713193904,-0.3456,0.2102,0.9127,0.998
3.714561977,-0.3461,0.2073,0.9122,0.997
3.719571665,-0.3466,0.2078,0.9108,0.996
3.720186925,-0.3456,0.2083,0.9108,0.996
3.726071613,-0.3437,0.2053,0.9093,0.994
3.726663592,-0.3437,0.2068,0.9103,0.995
3.728525154,-0.3437,0.2058,0.9088,0.993
3.729302082,-0.3437,0.2039,0.9088,0.993
3.733916717,-0.3432,0.2058,0.9103,0.994
3.734557967,-0.3432,0.2053,0.9083,0.992
3.739238592,-0.3417,0.2044,0.9088,0.992
3.739761873,-0.3427,0.2019,0.9083,0.992
3.746015154,-0.3451,0.2019,0.9088,0.993
3.746655675,-0.3447,0.2029,0.9088,0.993
3.7485538,-0.3451,0.2029,0.9078,0.992
3.752126509,-0.3451,0.2029,0.9093,0.994
3.754409009,-0.3451,0.2034,0.9108,0.995
3.755006352,-0.3456,0.2044,0.9098,0.994
3.759324738,-0.3461,0.2053,0.9118,0.997
3.759867602,-0.3476,0.2049,0.9118,0.997
3.768265727,-0.3481,0.2034,0.9113,0.996
3.768858279,-0.3471,0.2049,0.9113,0.996
3.769199842,-0.3486,0.2053,0.9122,0.998
3.769486196,-0.3481,0.2053,0.9113,0.997
3.776123488,-0.3491,0.2058,0.9103,0.996
3.776759373,-0.3481,0.2073,0.9122,0.998
3.78122979,-0.3495,0.2063,0.9122,0.998
3.789998488,-0.3500,0.2049,0.9132,0.999
3.790311144,-0.3520,0.2058,0.9137,1.001
3.790568332,-0.3515,0.2078,0.9132,1.000
3.790819582,-0.3510,0.2083,0.9127,1.000
3.791067342,-0.3500,0.2102,0.9142,1.001
3.792906665,-0.3500,0.2092,0.9147,1.001
3.793341404,-0.3505,0.2083,0.9161,1.003
3.798676092,-0.3510,0.2078,0.9176,1.004
3.799485259,-0.3495,0.2078,0.9152,1.001
3.803348957,-0.3491,0.2088,0.9157,1.002
3.803918852,-0.3500,0.2088,0.9171,1.004
3.810530988,-0.3495,0.2073,0.9161,1.002
3.811136665,-0.3481,0.2073,0.9166,1.002
3.818918175,-0.3481,0.2068,0.9166,1.002
3.819828332,-0.3491,0.2068,0.9171,1.003
3.820137915,-0.3495,0.2068,0.9152,1.001
3.820423748,-0.3476,0.2049,0.9152,1.000
3.824398904,-0.3486,0.2058,0.9147,1.000
3.82501229,-0.3486,0.2063,0.9142,1.000
3.8302813,-0.3486,0.2058,0.9142,1.000
3.831129634,-0.3481,0.2039,0.9161,1.001
3.837417863,-0.3476,0.2044,0.9152,1.000
3.838280623,-0.3486,0.2044,0.9142,1.000
3.838670207,-0.3481,0.2039,0.9127,0.998
3.838979582,-0.3476,0.2039,0.9113,0.996
3.84316604,-0.3491,0.2034,0.9127,0.998
3.843759425,-0.3500,0.2034,0.9108,0.997
3.850953696,-0.3486,0.2029,0.9113,0.997
3.851567654,-0.3491,0.2019,0.9088,0.994
3.853778592,-0.3486,0.2019,0.9103,0.995
3.854320102,-0.3486,0.2024,0.9093,0.995
3.862001092,-0.3486,0.2014,0.9088,0.994
3.862594425,-0.3481,0.2024,0.9083,0.994
3.867189842,-0.3495,0.2024,0.9078,0.994
3.868115988,-0.3500,0.2019,0.9083,0.994
3.868687707,-0.3486,0.2029,0.9074,0.993
3.869010832,-0.3486,0.2044,0.9059,0.992
3.875593384,-0.3481,0.2044,0.9059,0.992
3.87602505,-0.3491,0.2053,0.9054,0.992
3.879625623,-0.3495,0.2039,0.9030,0.989
3.880296404,-0.3510,0.2039,0.9044,0.991
3.88513255,-0.3510,0.2044,0.9049,0.992
3.885826717,-0.3510,0.2049,0.9034,0.991
3.891097706,-0.3500,0.2058,0.9034,0.991
3.891592811,-0.3510,0.2073,0.9034,0.991
3.893072967,-0.3491,0.2068,0.9039,0.991
3.894056769,-0.3500,0.2078,0.9030,0.990
3.899695727,-0.3495,0.2092,0.9030,0.991
3.900276613,-0.3510,0.2092,0.9025,0.991
3.908452967,-0.3500,0.2097,0.9030,0.991
3.908949738,-0.3486,0.2102,0.9049,0.992
3.909189842,-0.3481,0.2122,0.9044,0.992
3.909421665,-0.3476,0.2122,0.9034,0.991
3.914060675,-0.3476,0.2107,0.9049,0.992
3.914962811,-0.3491,0.2112,0.9039,0.992
3.920748071,-0.3481,0.2112,0.9049,0.992
3.92133505,-0.3495,0.2132,0.9054,0.994
3.923818123,-0.3491,0.2132,0.9039,0.992
3.924262811,-0.3491,0.2132,0.9059,0.994
3.931237967,-0.3486,0.2127,0.9044,0.992
3.932083384,-0.3491,0.2122,0.9049,0.993
3.937924998,-0.3486,0.2127,0.9059,0.994
3.93861255,-0.3495,0.2132,0.9054,0.994
3.938988696,-0.3481,0.2122,0.9069,0.994
3.939651144,-0.3495,0.2117,0.9088,0.996
3.943975831,-0.3495,0.2122,0.9088,0.997
3.944519061,-0.3505,0.2127,0.9093,0.997
3.954304894,-0.3500,0.2127,0.9093,0.997
3.954911561,-0.3505,0.2117,0.9093,0.997
3.955196144,-0.3505,0.2122,0.9103,0.998
3.955435884,-0.3500,0.2127,0.9118,1.000
3.959058175,-0.3495,0.2136,0.9118,1.000
3.959605467,-0.3500,0.2127,0.9132,1.001
3.965474477,-0.3515,0.2112,0.9137,1.002
3.973621352,-0.3505,0.2102,0.9132,1.001
3.974080206,-0.3495,0.2102,0.9113,0.998
3.974344269,-0.3481,0.2092,0.9132,0.999
3.974559009,-0.3500,0.2097,0.9147,1.002
3.9747863,-0.3505,0.2078,0.9137,1.000
3.9814113,-0.3510,0.2078,0.9127,1.000
3.982287186,-0.3505,0.2063,0.9147,1.001
3.985979061,-0.3505,0.2068,0.9142,1.001
3.986510727,-0.3500,0.2078,0.9157,1.002
3.988978436,-0.3495,0.2053,0.9181,1.004
3.989471769,-0.3495,0.2053,0.9161,1.002
3.993551248,-0.3486,0.2058,0.9157,1.001
3.994382498,-0.3491,0.2039,0.9161,1.001
4.000613019,-0.3495,0.2044,0.9166,1.002
4.001155311,-0.3491,0.2039,0.9157,1.001
4.0033563,-0.3481,0.2034,0.9152,1.000
4.00378729,-0.3481,0.2029,0.9161,1.001
4.009567915,-0.3486,0.2034,0.9166,1.002
4.014431873,-0.3476,0.2019,0.9171,1.001
4.015331456,-0.3491,0.2019,0.9171,1.002
4.015649894,-0.3491,0.2029,0.9152,1.000
4.01948729,-0.3486,0.2029,0.9142,0.999
4.020162863,-0.3486,0.2019,0.9142,0.999
4.026721248,-0.3471,0.2014,0.9142,0.998
4.027269842,-0.3481,0.2009,0.9137,0.998
4.031999529,-0.3486,0.2005,0.9132,0.998
4.033016873,-0.3471,0.2024,0.9137,0.998
4.03621255,-0.3466,0.2019,0.9132,0.997
4.036871873,-0.3471,0.2009,0.9122,0.997
4.040424425,-0.3476,0.2019,0.9118,0.996
4.041114946,-0.3466,0.2039,0.9122,0.997
4.046082394,-0.3476,0.2034,0.9122,0.997
4.047134165,-0.3476,0.2039,0.9152,1.000
4.049715936,-0.3500,0.2034,0.9161,1.002
4.050550988,-0.3500,0.2049,0.9166,1.002
4.054715467,-0.3491,0.2063,0.9161,1.002
4.055424113,-0.3481,0.2078,0.9176,1.003
4.059406352,-0.3495,0.2068,0.9157,1.002
4.060061613,-0.3486,0.2078,0.9161,1.002
4.067819425,-0.3486,0.2088,0.9161,1.002
4.068891509,-0.3486,0.2083,0.9147,1.001
4.069347967,-0.3471,0.2088,0.9137,0.999
4.069880831,-0.3481,0.2097,0.9122,0.999
4.074607498,-0.3481,0.2107,0.9127,0.999
4.075285831,-0.3491,0.2127,0.9113,0.999
4.078555102,-0.3476,0.2127,0.9098,0.997
4.079365884,-0.3491,0.2112,0.9103,0.998
4.08430005,-0.3471,0.2132,0.9098,0.997
4.084975936,-0.3451,0.2122,0.9093,0.995
4.089126717,-0.3442,0.2107,0.9093,0.995
4.089793019,-0.3442,0.2088,0.9078,0.993
4.095236665,-0.3451,0.2107,0.9074,0.993
4.096284686,-0.3447,0.2102,0.9108,0.996
4.098632654,-0.3437,0.2097,0.9103,0.995
4.09920505,-0.3447,0.2078,0.9108,0.996
4.104993904,-0.3442,0.2083,0.9108,0.996
4.105726717,-0.3432,0.2068,0.9132,0.997
4.109496092,-0.3437,0.2068,0.9122,0.997
4.110311404,-0.3456,0.2053,0.9122,0.997
4.115018436,-0.3451,0.2029,0.9132,0.997
4.116159217,-0.3442,0.2039,0.9108,0.995
4.119923592,-0.3437,0.2024,0.9108,0.994
4.120728123,-0.3442,0.2019,0.9122,0.996
4.125794269,-0.3442,0.2014,0.9142,0.997
4.126515831,-0.3447,0.2005,0.9142,0.997
4.130497133,-0.3456,0.2000,0.9142,0.998
4.134180936,-0.3461,0.1995,0.9137,0.997
4.134686977,-0.3451,0.1970,0.9127,0.995
4.135095623,-0.3456,0.1985,0.9127,0.996
4.139853436,-0.3471,0.1985,0.9137,0.997
4.140575883,-0.3476,0.1965,0.9147,0.998
4.146248331,-0.3476,0.1970,0.9147,0.998
4.147426977,-0.3481,0.1951,0.9142,0.997
4.149880415,-0.3476,0.1946,0.9127,0.996
4.150608019,-0.3471,0.1946,0.9118,0.995
4.155046925,-0.3471,0.1956,0.9132,0.996
4.155748644,-0.3486,0.1956,0.9132,0.997
4.167185206,-0.3495,0.1951,0.9132,0.997
4.16824479,-0.3476,0.1941,0.9122,0.995
4.168741717,-0.3471,0.1961,0.9122,0.996
4.169208904,-0.3476,0.1961,0.9127,0.996
4.170217238,-0.3486,0.1980,0.9132,0.997
4.175697394,-0.3486,0.1990,0.9127,0.997
4.176415311,-0.3476,0.1985,0.9137,0.998
4.18162979,-0.3481,0.1985,0.9137,0.998
4.182656144,-0.3476,0.1990,0.9147,0.999
4.183060415,-0.3466,0.1990,0.9147,0.998
4.188930102,-0.3476,0.2000,0.9152,0.999
4.1895988,-0.3476,0.2000,0.9157,1.000
4.193318279,-0.3476,0.2019,0.9161,1.000
4.1943213,-0.3481,0.2024,0.9157,1.000
4.194818383,-0.3471,0.2034,0.9161,1.001
4.199632654,-0.3461,0.2019,0.9171,1.001
4.200703748,-0.3461,0.2014,0.9181,1.002
4.203243696,-0.3471,0.2014,0.9196,1.003
4.20401505,-0.3466,0.2039,0.9191,1.003
4.208829321,-0.3461,0.2039,0.9186,1.003
4.209491769,-0.3471,0.2039,0.9191,1.003
4.214613592,-0.3451,0.2039,0.9196,1.003
4.215678436,-0.3447,0.2049,0.9205,1.004
4.22151979,-0.3456,0.2039,0.9201,1.004
4.2222313,-0.3456,0.2034,0.9196,1.003
4.222709477,-0.3461,0.2019,0.9191,1.003
4.223152446,-0.3466,0.2019,0.9186,1.002
4.228141456,-0.3466,0.2024,0.9186,1.002
4.229221613,-0.3451,0.2024,0.9186,1.002
4.23546755,-0.3447,0.2019,0.9181,1.001
4.236179998,-0.3466,0.2024,0.9176,1.002
4.236686092,-0.3456,0.2029,0.9191,1.003
4.237155831,-0.3461,0.2019,0.9166,1.000
4.242566352,-0.3461,0.2024,0.9161,1.000
4.243282602,-0.3456,0.2039,0.9181,1.002
