time,gFx,gFy,gFz,TgF
0.795375676,-0.0148,1.0008,-0.0147,1.001
0.800280468,-0.0139,1.0028,-0.0107,1.003
0.800820729,-0.0163,1.0047,-0.0093,1.005
0.810887343,-0.0178,1.0047,-0.0073,1.005
0.811883281,-0.0188,1.0047,-0.0064,1.005
0.812291874,-0.0197,1.0062,-0.0049,1.006
0.825676874,-0.0227,1.0076,-0.0039,1.008
0.826175728,-0.0222,1.0086,-0.0044,1.009
0.826701614,-0.0178,1.0067,-0.0044,1.007
0.827146301,-0.0129,1.0057,-0.0010,1.006
0.82757677,-0.0144,1.0072,0.0000,1.007
0.828040156,-0.0158,1.0086,0.0005,1.009
0.828493124,-0.0163,1.0076,0.0005,1.008
0.833213906,-0.0178,1.0091,-0.0005,1.009
0.834254895,-0.0178,1.0091,-0.0024,1.009
0.834716249,-0.0153,1.0067,-0.0049,1.007
0.835053385,-0.0056,1.0037,-0.0068,1.004
0.839873541,-0.0021,1.0013,-0.0098,1.001
0.840641978,-0.0041,1.0018,-0.0127,1.002
0.846098645,-0.0031,1.0023,-0.0166,1.002
0.84660052,-0.0056,1.0018,-0.0215,1.002
0.849281822,-0.0065,1.0003,-0.0259,1.001
0.849631249,-0.0100,1.0023,-0.0288,1.003
0.855502708,-0.0065,1.0013,-0.0327,1.002
0.856264062,0.0130,0.9979,-0.0357,0.999
0.873314687,0.0198,0.9984,-0.0366,0.999
0.874823281,0.0169,0.9993,-0.0362,1.000
0.875407031,0.0150,1.0013,-0.0352,1.002
0.875872499,0.0130,1.0018,-0.0337,1.002
0.876386301,0.0164,1.0018,-0.0303,1.002
0.876827499,0.0194,1.0003,-0.0288,1.001
0.877350364,0.0223,1.0003,-0.0264,1.001
0.877873958,0.0238,1.0003,-0.0215,1.001
0.88152401,0.0233,0.9998,-0.0171,1.000
0.882277343,0.0228,1.0003,-0.0166,1.001
0.885882603,0.0242,0.9998,-0.0117,1.000
0.887107968,0.0242,1.0028,-0.0088,1.003
0.891750051,0.0213,1.0023,-0.0049,1.003
0.892856822,0.0198,1.0018,-0.0020,1.002
0.895780103,0.0174,1.0023,0.0000,1.002
0.896550156,0.0140,1.0018,0.0039,1.002
0.900902343,0.0135,0.9998,0.0059,1.000
0.901678176,0.0130,0.9988,0.0083,0.999
0.908102968,0.0125,1.0003,0.0103,1.000
0.909202343,0.0096,0.9984,0.0117,0.998
0.911261562,0.0071,0.9974,0.0132,0.997
0.912002968,0.0037,0.9959,0.0137,0.996
0.917539062,0.0013,0.9949,0.0142,0.995
0.918257239,0.0013,0.9935,0.0147,0.994
0.921440156,-0.0012,0.9940,0.0127,0.994
0.922153853,-0.0041,0.9944,0.0103,0.995
0.93086776,-0.0051,0.9959,0.0083,0.996
0.932039062,-0.0085,0.9944,0.0073,0.995
0.932520051,-0.0095,0.9964,0.0049,0.996
0.932920728,-0.0104,0.9949,0.0020,0.995
0.935722031,-0.0119,0.9954,0.0010,0.995
0.936296978,-0.0129,0.9954,-0.0020,0.996
0.949357291,-0.0163,0.9940,-0.0029,0.994
0.950100989,-0.0192,0.9954,-0.0068,0.996
0.950455312,-0.0202,0.9954,-0.0073,0.996
0.950835624,-0.0222,0.9969,-0.0068,0.997
0.951122239,-0.0246,0.9964,-0.0093,0.997
0.951409999,-0.0241,0.9974,-0.0103,0.998
0.955995416,-0.0236,0.9974,-0.0117,0.998
0.956584478,-0.0227,0.9984,-0.0122,0.999
0.961735937,-0.0222,0.9988,-0.0142,0.999
0.962172551,-0.0227,0.9969,-0.0142,0.997
0.966497656,-0.0227,0.9954,-0.0137,0.996
0.96700526,-0.0222,0.9964,-0.0147,0.997
0.97278901,-0.0222,0.9979,-0.0147,0.998
0.973283385,-0.0231,0.9993,-0.0151,1.000
0.988516041,-0.0251,1.0003,-0.0147,1.001
0.990085833,-0.0266,1.0008,-0.0142,1.001
0.991026978,-0.0271,1.0013,-0.0151,1.002
0.991522135,-0.0251,1.0003,-0.0156,1.001
0.992000885,-0.0256,0.9993,-0.0156,1.000
0.992484374,-0.0246,0.9984,-0.0166,0.999
0.992960156,-0.0271,0.9988,-0.0156,0.999
0.993347656,-0.0261,0.9984,-0.0156,0.999
0.997246093,-0.0266,1.0003,-0.0166,1.001
0.998024791,-0.0285,1.0018,-0.0181,1.002
1.001648124,-0.0295,1.0013,-0.0186,1.002
1.002547083,-0.0285,1.0018,-0.0191,1.002
1.006821614,-0.0285,1.0018,-0.0210,1.002
1.007937395,-0.0285,1.0008,-0.0205,1.001
1.010447656,-0.0275,1.0028,-0.0215,1.003
1.01104776,-0.0285,1.0013,-0.0210,1.002
1.016560833,-0.0300,1.0013,-0.0210,1.002
1.017306249,-0.0319,1.0032,-0.0205,1.004
1.022176093,-0.0324,1.0052,-0.0195,1.006
1.022989791,-0.0329,1.0047,-0.0191,1.005
1.031227291,-0.0334,1.0042,-0.0176,1.005
1.03245526,-0.0334,1.0037,-0.0166,1.004
1.032965468,-0.0319,1.0018,-0.0161,1.002
1.033361249,-0.0339,0.9993,-0.0156,1.000
1.036661562,-0.0359,0.9993,-0.0142,1.000
1.037284635,-0.0349,0.9988,-0.0127,1.000
1.05881578,-0.0329,0.9969,-0.0103,0.997
1.059693333,-0.0363,0.9979,-0.0059,0.999
1.060040468,-0.0432,0.9979,-0.0064,0.999
1.060339999,-0.0437,0.9984,-0.0049,0.999
1.060646926,-0.0344,0.9974,-0.0020,0.998
1.060902083,-0.0359,0.9944,-0.0005,0.995
1.061182812,-0.0432,0.9901,-0.0034,0.991
1.061468072,-0.0402,0.9857,-0.0068,0.986
1.061730572,-0.0334,0.9857,-0.0024,0.986
1.062021666,-0.0422,0.9871,-0.0039,0.988
1.066049895,-0.0490,0.9852,-0.0122,0.986
1.066565208,-0.0432,0.9871,-0.0142,0.988
1.071592708,-0.0549,0.9959,-0.0083,0.997
1.072165624,-0.1717,1.0394,-0.0064,1.054
1.076864478,-0.2074,1.0203,0.0039,1.041
1.077787551,-0.0197,0.9593,-0.0342,0.960
1.081858385,0.1259,0.9412,-0.0195,0.950
1.082467343,0.1078,0.9539,-0.0107,0.960
1.08899677,0.0541,0.9700,-0.0327,0.972
1.089613437,0.0218,0.9813,-0.0401,0.982
1.093483645,0.0086,0.9925,-0.0420,0.993
1.094663853,0.0008,0.9959,-0.0484,0.997
1.098395572,0.0008,1.0037,-0.0479,1.005
1.099081614,-0.0002,1.0057,-0.0498,1.007
1.103997291,-0.0041,1.0081,-0.0533,1.010
1.104785312,-0.0012,1.0145,-0.0459,1.016
1.110107655,0.0071,1.0155,-0.0430,1.016
1.11146953,-0.0051,1.0150,-0.0459,1.016
1.11199052,-0.0872,1.0687,-0.0386,1.073
1.112439218,-0.2919,1.1019,0.0034,1.140
1.117418541,-0.1556,1.0169,-0.0484,1.030
1.118173958,0.1518,0.9554,-0.0523,0.969
1.122078437,0.2344,0.9515,-0.0117,0.980
1.122954739,0.1728,0.9681,-0.0308,0.984
1.138083801,0.1039,0.9827,-0.0498,0.989
1.139419947,0.0658,0.9954,-0.0508,0.999
1.13992953,0.0487,1.0013,-0.0581,1.004
1.140394895,0.0340,1.0013,-0.0674,1.004
1.140925468,0.0164,1.0018,-0.0718,1.004
1.141342708,0.0062,1.0091,-0.0684,1.011
1.141781562,0.0096,1.0101,-0.0655,1.012
1.142260989,0.0057,1.0120,-0.0586,1.014
1.146658593,-0.1238,1.0751,-0.0537,1.084
1.147546562,-0.3017,1.0726,-0.0259,1.115
1.152977864,-0.0906,0.9979,-0.0757,1.005
1.153711093,0.1865,0.9524,-0.0606,0.972
1.159337916,0.2026,0.9554,-0.0357,0.977
1.160331093,0.1303,0.9710,-0.0601,0.982
1.162986926,0.0795,0.9813,-0.0708,0.987
1.163572603,0.0467,0.9842,-0.0816,0.989
1.166569322,0.0257,0.9871,-0.0953,0.992
1.167109739,0.0150,0.9935,-0.0982,0.998
1.171905468,0.0111,0.9949,-0.1002,1.000
1.172434114,0.0037,0.9930,-0.1026,0.998
1.178147447,0.0125,0.9910,-0.0967,0.996
1.179351926,0.0115,0.9896,-0.0963,0.994
1.182584791,-0.0031,0.9866,-0.1031,0.992
1.18340427,-0.0315,0.9949,-0.1070,1.001
1.188407447,-0.0041,1.0052,-0.0904,1.009
1.189183593,-0.1453,1.0756,-0.0708,1.088
1.194737864,-0.2665,1.0565,-0.0469,1.091
1.195851822,-0.0715,0.9578,-0.1266,0.969
1.199138905,0.1865,0.9270,-0.0889,0.950
1.199802239,0.2080,0.9431,-0.0616,0.968
1.20249927,0.1366,0.9627,-0.0840,0.976
1.203291353,0.0804,0.9759,-0.0909,0.983
1.21216052,0.0448,0.9847,-0.0967,0.990
1.212965572,0.0252,0.9915,-0.1060,0.997
1.21339401,0.0140,0.9969,-0.1104,1.003
1.213803489,0.0076,0.9998,-0.1094,1.006
1.217305051,0.0067,1.0037,-0.1104,1.010
1.218022968,0.0106,1.0057,-0.1041,1.011
1.222536093,0.0213,1.0032,-0.0982,1.008
1.223415885,0.0047,1.0003,-0.1046,1.006
1.231865676,-0.0070,1.0106,-0.1036,1.016
1.24564276,0.0257,1.0125,-0.0933,1.017
1.246161197,0.0301,1.0125,-0.0884,1.017
1.24680026,0.0247,1.0125,-0.0919,1.017
1.247301926,0.0169,1.0120,-0.0958,1.017
1.247687499,0.0042,1.0052,-0.1021,1.010
1.248119374,-0.0310,1.0037,-0.1182,1.011
1.248690937,0.0189,1.0130,-0.0992,1.018
1.249614999,0.0316,1.0135,-0.0875,1.018
1.250030312,0.0013,1.0223,-0.0909,1.026
1.25267927,-0.2000,1.0927,-0.0733,1.113
1.253384687,-0.2074,1.0252,-0.0860,1.050
1.257363905,0.0457,0.9495,-0.1305,0.960
1.258124166,0.2133,0.9515,-0.0767,0.978
1.262714739,0.1679,0.9651,-0.0850,0.983
1.263217343,0.1019,0.9769,-0.0914,0.986
1.267567499,0.0570,0.9871,-0.0953,0.993
1.268025624,0.0335,0.9915,-0.1036,0.997
1.272723437,0.0228,0.9944,-0.1099,1.001
1.27323177,0.0179,0.9944,-0.1129,1.001
